ಅಂಕ	ಅ ಂ ಕ |
ಬೆಳೆ	ಬ ೆ ಳ ೆ |
ಬೆಳೆದು	ಬ ೆ ಳ ೆ ದ ು |
ಬೆಳೆಯು	ಬ ೆ ಳ ೆ ಯ ು |
ಬೆಳೆಯುತ್ತದೆ	ಬ ೆ ಳ ೆ ಯ ು ತ ್ ತ ದ ೆ |
ಬೆಳೆಯುತ್ತಾರೆ	ಬ ೆ ಳ ೆ ಯ ು ತ ್ ತ ಾ ರ ೆ |
ಬೆಳೆಸು	ಬ ೆ ಳ ೆ ಸ ು |
ಬೆಳ್ತಂಗಡಿ	ಬ ೆ ಳ ್ ತ ಂ ಗ ಡ ಿ |
ಬೆಳ್ಳಿ	ಬ ೆ ಳ ್ ಳ ಿ |
ಬೆಳ್ಳಿಯಿಂದ	ಬ ೆ ಳ ್ ಳ ಿ ಯ ಿ ಂ ದ |
ಬೇಂದ್ರೆ	ಬ ೇ ಂ ದ ್ ರ ೆ |
ಬೇಕಾಗು	ಬ ೇ ಕ ಾ ಗ ು |
ಬೇಕಾದ	ಬ ೇ ಕ ಾ ದ |
ಬೇಕು	ಬ ೇ ಕ ು |
ಬೇಗ	ಬ ೇ ಗ |
ಬೇಗುಸರಾಯ್	ಬ ೇ ಗ ು ಸ ರ ಾ ಯ ್ |
ಬೇಡ	ಬ ೇ ಡ |
ಬೇಡಿ	ಬ ೇ ಡ ಿ |
ಬೇಡಿಕೆ	ಬ ೇ ಡ ಿ ಕ ೆ |
ಬೇರನ್ನು	ಬ ೇ ರ ನ ್ ನ ು |
ಬೇರು	ಬ ೇ ರ ು |
ಬೇರೆ	ಬ ೇ ರ ೆ |
ಬೇಲಿ	ಬ ೇ ಲ ಿ |
ಬೇಲಿಯನ್ನು	ಬ ೇ ಲ ಿ ಯ ನ ್ ನ ು |
ಬೇಲೂರು	ಬ ೇ ಲ ೂ ರ ು |
ಬೇಸಿಗೆ	ಬ ೇ ಸ ಿ ಗ ೆ |
ಬೈತೂಲ್	ಬ ೈ ತ ೂ ಲ ್ |
ಬೈರಾನ್	ಬ ೈ ರ ಾ ನ ್ |
ಬೊಮ್ಮಾಯಿ	ಬ ೊ ಮ ್ ಮ ಾ ಯ ಿ |
ಬೋಕಾರೋ	ಬ ೋ ಕ ಾ ರ ೋ |
ಬೋಸ್	ಬ ೋ ಸ ್ |
ಬೌಚರ್	ಬ ೌ ಚ ರ ್ |
ಬ್ಯಾಂಕು	ಬ ್ ಯ ಾ ಂ ಕ ು |
ಬ್ಯಾಡ	ಬ ್ ಯ ಾ ಡ |
ಬ್ಯಾಡಗಿ	ಬ ್ ಯ ಾ ಡ ಗ ಿ |
ಬ್ಯಾಡರಹಳ್ಳಿ	ಬ ್ ಯ ಾ ಡ ರ ಹ ಳ ್ ಳ ಿ |
ಬ್ರಾಡ್	ಬ ್ ರ ಾ ಡ ್ |
ಬ್ರಾಹ್ಮಣ	ಬ ್ ರ ಾ ಹ ್ ಮ ಣ |
ಬ್ರಿಜೋಶ್	ಬ ್ ರ ಿ ಜ ೋ ಶ ್ |
ಬ್ರೂಸ್ಲಿ	ಬ ್ ರ ೂ ಸ ್ ಲ ಿ |
ಬ್ರೈನ್	ಬ ್ ರ ೈ ನ ್ |
ಬ್ಲೇಯೈರ್	ಬ ್ ಲ ೇ ಯ ೈ ರ ್ |
ಬ್ಲೇರ್	ಬ ್ ಲ ೇ ರ ್ |
ಭಕ್ತ	ಭ ಕ ್ ತ |
ಭಕ್ತಿ	ಭ ಕ ್ ತ ಿ |
ಭಗತ್	ಭ ಗ ತ ್ |
ಭಗವಂತ	ಭ ಗ ವ ಂ ತ |
ಭಜನ್	ಭ ಜ ನ ್ |
ಭಟಿಯಾ	ಭ ಟ ಿ ಯ ಾ |
ಭಟ್ಕಳ	ಭ ಟ ್ ಕ ಳ |
ಭಟ್ಟ	ಭ ಟ ್ ಟ |
ಭಟ್ಟಾರ್ಯ	ಭ ಟ ್ ಟ ಾ ರ ್ ಯ |
ಭದ್ರಕ್	ಭ ದ ್ ರ ಕ ್ |
ಭದ್ರಾವತಿ	ಭ ದ ್ ರ ಾ ವ ತ ಿ |
ಭಯ	ಭ ಯ |
ಭರತ್	ಭ ರ ತ ್ |
ಭರವಸೆ	ಭ ರ ವ ಸ ೆ |
ಭವಿಷ್ಯ	ಭ ವ ಿ ಷ ್ ಯ |
ಭಸ್ಮ	ಭ ಸ ್ ಮ |
ಭಾಂಗಾ	ಭ ಾ ಂ ಗ ಾ |
ಭಾಗ	ಭ ಾ ಗ |
ಭಾಗಲ್	ಭ ಾ ಗ ಲ ್ |
ಭಾಗವಹಿಸು	ಭ ಾ ಗ ವ ಹ ಿ ಸ ು |
ಭಾಗ್ಯ	ಭ ಾ ಗ ್ ಯ |
ಭಾನುವಾರ	ಭ ಾ ನ ು ವ ಾ ರ |
ಭಾನುವಾರದ	ಭ ಾ ನ ು ವ ಾ ರ ದ |
ಭಾಮೈದ	ಭ ಾ ಮ ೈ ದ |
ಭಾರತೀಯ	ಭ ಾ ರ ತ ೀ ಯ |
ಭಾರಿ	ಭ ಾ ರ ಿ |
ಭಾರೀ	ಭ ಾ ರ ೀ |
ಭಾವ	ಭ ಾ ವ |
ಭಾವನೆ	ಭ ಾ ವ ನ ೆ |
ಭಾವಿಸು	ಭ ಾ ವ ಿ ಸ ು |
ಭಾಷಣ	ಭ ಾ ಷ ಣ |
ಭಾಷೆ	ಭ ಾ ಷ ೆ |
ಭಾಷೆಗಳಲ್ಲಿ	ಭ ಾ ಷ ೆ ಗ ಳ ಲ ್ ಲ ಿ |
ಭಿಂಡ್	ಭ ಿ ಂ ಡ ್ |
ಭಿನ್ನ	ಭ ಿ ನ ್ ನ |
ಭಿಲಾಯ್	ಭ ಿ ಲ ಾ ಯ ್ |
ಭೀಮ್	ಭ ೀ ಮ ್ |
ಭೀಲ್	ಭ ೀ ಲ ್ |
ಭುಜ	ಭ ು ಜ |
ಭುಜ್	ಭ ು ಜ ್ |
ಭುವನೇಶ್ವರ್	ಭ ು ವ ನ ೇ ಶ ್ ವ ರ ್ |
ಭೂಪತಿ	ಭ ೂ ಪ ತ ಿ |
ಭೂಮಿ	ಭ ೂ ಮ ಿ |
ಭೇಟಿ	ಭ ೇ ಟ ಿ |
ಭೈರಪ್ಪ	ಭ ೈ ರ ಪ ್ ಪ |
ಭೋಪಾಲ್	ಭ ೋ ಪ ಾ ಲ ್ |
ಭ್ರಮೆ	ಭ ್ ರ ಮ ೆ |
ಭ್ರಷ್ಟಾಚಾರ	ಭ ್ ರ ಷ ್ ಟ ಾ ಚ ಾ ರ |
ಮಂಗಳ	ಮ ಂ ಗ ಳ |
ಮಂಗಳವಾರ	ಮ ಂ ಗ ಳ ವ ಾ ರ |
ಮಂಗೇಶ್ಕರ್	ಮ ಂ ಗ ೇ ಶ ್ ಕ ರ ್ |
ಮಂಚ	ಮ ಂ ಚ |
ಮಂಜು	ಮ ಂ ಜ ು |
ಮಂಡಲ	ಮ ಂ ಡ ಲ |
ಮಂಡಳಿ	ಮ ಂ ಡ ಳ ಿ |
ಮಂಡಿ	ಮ ಂ ಡ ಿ |
ಮಂಡಿಸು	ಮ ಂ ಡ ಿ ಸ ು |
ಮಂಡ್ಯ	ಮ ಂ ಡ ್ ಯ |
ಮಂತ್ರ	ಮ ಂ ತ ್ ರ |
ಮಂತ್ರಿ	ಮ ಂ ತ ್ ರ ಿ |
ಮಂದಿ	ಮ ಂ ದ ಿ |
ಮಕರ	ಮ ಕ ರ |
ಮಕ್ಕಳಿಗೆ	ಮ ಕ ್ ಕ ಳ ಿ ಗ ೆ |
ಮಕ್ಕಳು	ಮ ಕ ್ ಕ ಳ ು |
ಮಗ	ಮ ಗ |
ಮಗಳು	ಮ ಗ ಳ ು |
ಮಗು	ಮ ಗ ು |
ಮಗೂ	ಮ ಗ ೂ |
ಮಗ್ಗ	ಮ ಗ ್ ಗ |
ಮಚ್ಚೆ	ಮ ಚ ್ ಚ ೆ |
ಮಜುಂದಾರ್	ಮ ಜ ು ಂ ದ ಾ ರ ್ |
ಮಜ್ಜರಸ	ಮ ಜ ್ ಜ ರ ಸ |
ಮಟ್ಟ	ಮ ಟ ್ ಟ |
ಮಠ	ಮ ಠ |
ಮಡಕೇರಿ	ಮ ಡ ಕ ೇ ರ ಿ |
ಮಣಿಕಟ್ಟು	ಮ ಣ ಿ ಕ ಟ ್ ಟ ು |
ಮಣೆಯನ್ನು	ಮ ಣ ೆ ಯ ನ ್ ನ ು |
ಮಣ್ಣು	ಮ ಣ ್ ಣ ು |
ಮತ	ಮ ತ |
ಮತದಾರ	ಮ ತ ದ ಾ ರ |
ಮತದಿಂದ	ಮ ತ ದ ಿ ಂ ದ |
ಮತ್ತಷ್ಟು	ಮ ತ ್ ತ ಷ ್ ಟ ು |
ಮತ್ತಿತರ	ಮ ತ ್ ತ ಿ ತ ರ |
ಮತ್ತು	ಮ ತ ್ ತ ು |
ಮತ್ತೆ	ಮ ತ ್ ತ ೆ |
ಮಥುರಾ	ಮ ಥ ು ರ ಾ |
ಮದುರೈ	ಮ ದ ು ರ ೈ |
ಮದುವೆ	ಮ ದ ು ವ ೆ |
ಮದುವೆಗಳಲ್ಲಿ	ಮ ದ ು ವ ೆ ಗ ಳ ಲ ್ ಲ ಿ |
ಮದುವೆಗೆ	ಮ ದ ು ವ ೆ ಗ ೆ |
ಮದ್ದೂರು	ಮ ದ ್ ದ ೂ ರ ು |
ಮಧುಗಿರಿ	ಮ ಧ ು ಗ ಿ ರ ಿ |
ಮಧುಬನೀ	ಮ ಧ ು ಬ ನ ೀ |
ಮಧೇಪುರಾ	ಮ ಧ ೇ ಪ ು ರ ಾ |
ಮಧ್ಯ	ಮ ಧ ್ ಯ |
ಮಧ್ಯಮ	ಮ ಧ ್ ಯ ಮ |
ಮಧ್ಯಾಹ್ನ	ಮ ಧ ್ ಯ ಾ ಹ ್ ನ |
ಮಧ್ಯೆ	ಮ ಧ ್ ಯ ೆ |
ಮನ	ಮ ನ |
ಮನಮೋಹನ್	ಮ ನ ಮ ೋ ಹ ನ ್ |
ಮನವಿ	ಮ ನ ವ ಿ |
ಮನಸ್ಸು	ಮ ನ ಸ ್ ಸ ು |
ಮನೀಂದರ್	ಮ ನ ೀ ಂ ದ ರ ್ |
ಮನುಷ್ಯ	ಮ ನ ು ಷ ್ ಯ |
ಮನುಷ್ಯನಾಗುತ್ತೀಯ	ಮ ನ ು ಷ ್ ಯ ನ ಾ ಗ ು ತ ್ ತ ೀ ಯ |
ಮನೆ	ಮ ನ ೆ |
ಮನೆಗೆ	ಮ ನ ೆ ಗ ೆ |
ಮನೆಯ	ಮ ನ ೆ ಯ |
ಮನೆಯಲ್ಲಿ	ಮ ನ ೆ ಯ ಲ ್ ಲ ಿ |
ಮನೆಯವರು	ಮ ನ ೆ ಯ ವ ರ ು |
ಮನೋಜ್	ಮ ನ ೋ ಜ ್ |
ಮನೋಭಾವ	ಮ ನ ೋ ಭ ಾ ವ |
ಮನೋಹರ	ಮ ನ ೋ ಹ ರ |
ಮನೋಹರ್	ಮ ನ ೋ ಹ ರ ್ |
ಮನ್	ಮ ನ ್ |
ಮನ್ಸೂರ್	ಮ ನ ್ ಸ ೂ ರ ್ |
ಮಮತಾ	ಮ ಮ ತ ಾ |
ಮಮ್ಮುಟ್ಟಿ	ಮ ಮ ್ ಮ ು ಟ ್ ಟ ಿ |
ಮಯೂರ	ಮ ಯ ೂ ರ |
ಮರ	ಮ ರ |
ಮರಣ	ಮ ರ ಣ |
ಮರಳು	ಮ ರ ಳ ು |
ಮರಾಠಿ	ಮ ರ ಾ ಠ ಿ |
ಮರೀ	ಮ ರ ೀ |
ಮರೆ	ಮ ರ ೆ |
ಮರೆತು	ಮ ರ ೆ ತ ು |
ಮರ್ಮ	ಮ ರ ್ ಮ |
ಮಲಗಿವೆ	ಮ ಲ ಗ ಿ ವ ೆ |
ಮಲಗು	ಮ ಲ ಗ ು |
ಮಲುಗಲು	ಮ ಲ ು ಗ ಲ ು |
ಮಲೈಕಾ	ಮ ಲ ೈ ಕ ಾ |
ಮಲ್ಯ	ಮ ಲ ್ ಯ |
ಮಲ್ಲಿಕಾ	ಮ ಲ ್ ಲ ಿ ಕ ಾ |
ಮಲ್ಲಿಕಾರ್ಜುನ	ಮ ಲ ್ ಲ ಿ ಕ ಾ ರ ್ ಜ ು ನ |
ಮಲ್ಲಿಕ್	ಮ ಲ ್ ಲ ಿ ಕ ್ |
ಮಲ್ಲಿಗೆರೆ	ಮ ಲ ್ ಲ ಿ ಗ ೆ ರ ೆ |
ಮಲ್ಹೋತ್ರ	ಮ ಲ ್ ಹ ೋ ತ ್ ರ |
ಮಳವಳ್ಳಿ	ಮ ಳ ವ ಳ ್ ಳ ಿ |
ಮಳೆ	ಮ ಳ ೆ |
ಮಳೆಗಾಲ	ಮ ಳ ೆ ಗ ಾ ಲ |
ಮವಾನಾ	ಮ ವ ಾ ನ ಾ |
ಮಸೀದಿ	ಮ ಸ ೀ ದ ಿ |
ಮಸೂದ್	ಮ ಸ ೂ ದ ್ |
ಮಸೂರೀ	ಮ ಸ ೂ ರ ೀ |
ಮಹತ್ವ	ಮ ಹ ತ ್ ವ |
ಮಹಾ	ಮ ಹ ಾ |
ಮಹಾನ್	ಮ ಹ ಾ ನ ್ |
ಮಹಾಭಾರತ	ಮ ಹ ಾ ಭ ಾ ರ ತ |
ಮಹಾರಾಜ	ಮ ಹ ಾ ರ ಾ ಜ |
ಮಹಿಳೆ	ಮ ಹ ಿ ಳ ೆ |
ಮಹೇಂದ್ರ	ಮ ಹ ೇ ಂ ದ ್ ರ |
ಮಹೇಶ್	ಮ ಹ ೇ ಶ ್ |
ಮಹೊಹಮ್ಮದ್	ಮ ಹ ೊ ಹ ಮ ್ ಮ ದ ್ |
ಮಾಂಟೋ	ಮ ಾ ಂ ಟ ೋ |
ಮಾಕಿಶನ್	ಮ ಾ ಕ ಿ ಶ ನ ್ |
ಮಾಗಡಿ	ಮ ಾ ಗ ಡ ಿ |
ಮಾಘ	ಮ ಾ ಘ |
ಮಾಜಿ	ಮ ಾ ಜ ಿ |
ಮಾಟ	ಮ ಾ ಟ |
ಮಾಡಬೇಕು	ಮ ಾ ಡ ಬ ೇ ಕ ು |
ಮಾಡಬೇಡ	ಮ ಾ ಡ ಬ ೇ ಡ |
ಮಾಡಿ	ಮ ಾ ಡ ಿ |
ಮಾಡಿಕೊಳ್ಳುತ್ತಾನೆ	ಮ ಾ ಡ ಿ ಕ ೊ ಳ ್ ಳ ು ತ ್ ತ ಾ ನ ೆ |
ಮಾಡಿದಂತೆ	ಮ ಾ ಡ ಿ ದ ಂ ತ ೆ |
ಮಾಡಿದರೂ	ಮ ಾ ಡ ಿ ದ ರ ೂ |
ಮಾಡಿಸುತ್ತಾರೆ	ಮ ಾ ಡ ಿ ಸ ು ತ ್ ತ ಾ ರ ೆ |
ಮಾಡು	ಮ ಾ ಡ ು |
ಮಾಡುತಿದ್ದರು	ಮ ಾ ಡ ು ತ ಿ ದ ್ ದ ರ ು |
ಮಾಡುತಿದ್ದೀನಿ	ಮ ಾ ಡ ು ತ ಿ ದ ್ ದ ೀ ನ ಿ |
ಮಾಡುತ್ತದೆ	ಮ ಾ ಡ ು ತ ್ ತ ದ ೆ |
ಮಾಡುತ್ತಾರೆ	ಮ ಾ ಡ ು ತ ್ ತ ಾ ರ ೆ |
ಮಾಡುತ್ತಿರುವ	ಮ ಾ ಡ ು ತ ್ ತ ಿ ರ ು ವ |
ಮಾಡುವಾಗ	ಮ ಾ ಡ ು ವ ಾ ಗ |
ಮಾಡುವುದಕ್ಕೆ	ಮ ಾ ಡ ು ವ ು ದ ಕ ್ ಕ ೆ |
ಮಾಡುವುದು	ಮ ಾ ಡ ು ವ ು ದ ು |
ಮಾತನಾಡುತ್ತಾನೆ	ಮ ಾ ತ ನ ಾ ಡ ು ತ ್ ತ ಾ ನ ೆ |
ಮಾತು	ಮ ಾ ತ ು |
ಮಾತುಕತೆ	ಮ ಾ ತ ು ಕ ತ ೆ |
ಮಾತ್ರ	ಮ ಾ ತ ್ ರ |
ಮಾತ್ರಿಕಾ	ಮ ಾ ತ ್ ರ ಿ ಕ ಾ |
ಮಾದರಿ	ಮ ಾ ದ ರ ಿ |
ಮಾಧವಾಚಾರ್ಯ	ಮ ಾ ಧ ವ ಾ ಚ ಾ ರ ್ ಯ |
ಮಾಧ್ಯಮ	ಮ ಾ ಧ ್ ಯ ಮ |
ಮಾನ	ಮ ಾ ನ |
ಮಾನವ	ಮ ಾ ನ ವ |
ಮಾನವೀಯ	ಮ ಾ ನ ವ ೀ ಯ |
ಮಾನಸಿಕ	ಮ ಾ ನ ಸ ಿ ಕ |
ಮಾನ್ಯ	ಮ ಾ ನ ್ ಯ |
ಮಾನ್ವಿ	ಮ ಾ ನ ್ ವ ಿ |
ಮಾಪನ	ಮ ಾ ಪ ನ |
ಮಾಬೇನ್	ಮ ಾ ಬ ೇ ನ ್ |
ಮಾರಾಟ	ಮ ಾ ರ ಾ ಟ |
ಮಾರ್ಕ	ಮ ಾ ರ ್ ಕ |
ಮಾರ್ಗ	ಮ ಾ ರ ್ ಗ |
ಮಾರ್ಗ್ರೇಟ್	ಮ ಾ ರ ್ ಗ ್ ರ ೇ ಟ ್ |
ಮಾರ್ಘಶಿರ	ಮ ಾ ರ ್ ಘ ಶ ಿ ರ |
ಮಾರ್ಚಿ	ಮ ಾ ರ ್ ಚ ಿ |
ಮಾರ್ವಾನ್	ಮ ಾ ರ ್ ವ ಾ ನ ್ |
ಮಾಲಶ್ರೀ	ಮ ಾ ಲ ಶ ್ ರ ೀ |
ಮಾಲಿನ್ಯ	ಮ ಾ ಲ ಿ ನ ್ ಯ |
ಮಾಲೂರು	ಮ ಾ ಲ ೂ ರ ು |
ಮಾವ	ಮ ಾ ವ |
ಮಾವಾಲಂಕರ್	ಮ ಾ ವ ಾ ಲ ಂ ಕ ರ ್ |
ಮಾಸ್ತಿ	ಮ ಾ ಸ ್ ತ ಿ |
ಮಾಹಿತಿ	ಮ ಾ ಹ ಿ ತ ಿ |
ಮಿಂಚು	ಮ ಿ ಂ ಚ ು |
ಮಿತುನ್	ಮ ಿ ತ ು ನ ್ |
ಮಿತ್ರ	ಮ ಿ ತ ್ ರ |
ಮಿಥುನ	ಮ ಿ ಥ ು ನ |
ಮಿರ್ಜಾ	ಮ ಿ ರ ್ ಜ ಾ |
ಮಿರ್ಜಾಪುರ್	ಮ ಿ ರ ್ ಜ ಾ ಪ ು ರ ್ |
ಮಿಲೆಟ್	ಮ ಿ ಲ ೆ ಟ ್ |
ಮಿಶ್ರ	ಮ ಿ ಶ ್ ರ |
ಮೀನ	ಮ ೀ ನ |
ಮೀನು	ಮ ೀ ನ ು |
ಮೀರಾಪುರ್	ಮ ೀ ರ ಾ ಪ ು ರ ್ |
ಮೀರು	ಮ ೀ ರ ು |
ಮೀಸಲಾತಿ	ಮ ೀ ಸ ಲ ಾ ತ ಿ |
ಮೀಸಲು	ಮ ೀ ಸ ಲ ು |
ಮುಂಚೆ	ಮ ು ಂ ಚ ೆ |
ಮುಂಜಾನೆ	ಮ ು ಂ ಜ ಾ ನ ೆ |
ಮುಂಡರಗಿ	ಮ ು ಂ ಡ ರ ಗ ಿ |
ಮುಂತಾದ	ಮ ು ಂ ತ ಾ ದ |
ಮುಂದಗೋಡು	ಮ ು ಂ ದ ಗ ೋ ಡ ು |
ಮುಂದಿನ	ಮ ು ಂ ದ ಿ ನ |
ಮುಂದುವರಿ	ಮ ು ಂ ದ ು ವ ರ ಿ |
ಮುಂದೆ	ಮ ು ಂ ದ ೆ |
ಮುಂಬರುವ	ಮ ು ಂ ಬ ರ ು ವ |
ಮುಂಬೈ	ಮ ು ಂ ಬ ೈ |
ಮುಕ್ತ	ಮ ು ಕ ್ ತ |
ಮುಖ	ಮ ು ಖ |
ಮುಖಂಡ	ಮ ು ಖ ಂ ಡ |
ಮುಖ್ಯ	ಮ ು ಖ ್ ಯ |
ಮುಖ್ಯಮಂತ್ರಿ	ಮ ು ಖ ್ ಯ ಮ ಂ ತ ್ ರ ಿ |
ಮುಗಿ	ಮ ು ಗ ಿ |
ಮುಚ್ಚು	ಮ ು ಚ ್ ಚ ು |
ಮುಜಫ್ಫರ್	ಮ ು ಜ ಫ ್ ಫ ರ ್ |
ಮುಝೀಬುರ್	ಮ ು ಝ ೀ ಬ ು ರ ್ |
ಮುಟ್ಟು	ಮ ು ಟ ್ ಟ ು |
ಮುತ್ತಯ್ಯ	ಮ ು ತ ್ ತ ಯ ್ ಯ |
ಮುದವೀಡು	ಮ ು ದ ವ ೀ ಡ ು |
ಮುದಿ	ಮ ು ದ ಿ |
ಮುದ್ದೆಬಿಹಾಳ	ಮ ು ದ ್ ದ ೆ ಬ ಿ ಹ ಾ ಳ |
ಮುಧೋಳ	ಮ ು ಧ ೋ ಳ |
ಮುನ್ನ	ಮ ು ನ ್ ನ |
ಮುನ್ನಡೆ	ಮ ು ನ ್ ನ ಡ ೆ |
ಮುರಳಿ	ಮ ು ರ ಳ ಿ |
ಮುರಳೀಧರನ್	ಮ ು ರ ಳ ೀ ಧ ರ ನ ್ |
ಮುರಿ	ಮ ು ರ ಿ |
ಮುರುಳಿ	ಮ ು ರ ು ಳ ಿ |
ಮುಳುಗಿತು	ಮ ು ಳ ು ಗ ಿ ತ ು |
ಮುಳುಬಾಗಿಲು	ಮ ು ಳ ು ಬ ಾ ಗ ಿ ಲ ು |
ಮುಷ್ತಕ್	ಮ ು ಷ ್ ತ ಕ ್ |
ಮುಷ್ರಾಫ್	ಮ ು ಷ ್ ರ ಾ ಫ ್ |
ಮುಸ್ತಾಖ್	ಮ ು ಸ ್ ತ ಾ ಖ ್ |
ಮೂಗಿನ	ಮ ೂ ಗ ಿ ನ |
ಮೂಗು	ಮ ೂ ಗ ು |
ಮೂಡಗೆರೆ	ಮ ೂ ಡ ಗ ೆ ರ ೆ |
ಮೂಡು	ಮ ೂ ಡ ು |
ಮೂಢ	ಮ ೂ ಢ |
ಮೂತ್ರನಾಳ	ಮ ೂ ತ ್ ರ ನ ಾ ಳ |
ಮೂತ್ರಪಿಂಡ	ಮ ೂ ತ ್ ರ ಪ ಿ ಂ ಡ |
ಮೂನ್ನೂರು	ಮ ೂ ನ ್ ನ ೂ ರ ು |
ಮೂರನೆಯ	ಮ ೂ ರ ನ ೆ ಯ |
ಮೂರು	ಮ ೂ ರ ು |
ಮೂರ್ಖ	ಮ ೂ ರ ್ ಖ |
ಮೂರ್ತಿ	ಮ ೂ ರ ್ ತ ಿ |
ಮೂಲ	ಮ ೂ ಲ |
ಮೂಲಕ	ಮ ೂ ಲ ಕ |
ಮೂಲತಃ	ಮ ೂ ಲ ತ ಃ |
ಮೂಲಭೂತ	ಮ ೂ ಲ ಭ ೂ ತ |
ಮೂಳೆ	ಮ ೂ ಳ ೆ |
ಮೂಳೆಗಳಿಗೆ	ಮ ೂ ಳ ೆ ಗ ಳ ಿ ಗ ೆ |
ಮೂವತ್ತಾರು	ಮ ೂ ವ ತ ್ ತ ಾ ರ ು |
ಮೂವತ್ತು	ಮ ೂ ವ ತ ್ ತ ು |
ಮೂವತ್ತುಮೂರು	ಮ ೂ ವ ತ ್ ತ ು ಮ ೂ ರ ು |
ಮೂವತ್ತೆಂಟು	ಮ ೂ ವ ತ ್ ತ ೆ ಂ ಟ ು |
ಮೂವತ್ತೆರಡು	ಮ ೂ ವ ತ ್ ತ ೆ ರ ಡ ು |
ಮೂವತ್ತೇಳು	ಮ ೂ ವ ತ ್ ತ ೇ ಳ ು |
ಮೂವತ್ತೈದು	ಮ ೂ ವ ತ ್ ತ ೈ ದ ು |
ಮೂವತ್ತೊಂದು	ಮ ೂ ವ ತ ್ ತ ೊ ಂ ದ ು |
ಮೂವತ್ತೊಂಬತ್ತು	ಮ ೂ ವ ತ ್ ತ ೊ ಂ ಬ ತ ್ ತ ು |
ಮೂವತ್ನಾಕು	ಮ ೂ ವ ತ ್ ನ ಾ ಕ ು |
ಮೃದುಲಾ	ಮ ೃ ದ ು ಲ ಾ |
ಮೃದುವಾಗುತ್ತದೆ	ಮ ೃ ದ ು ವ ಾ ಗ ು ತ ್ ತ ದ ೆ |
ಮೆಚೂರಿ	ಮ ೆ ಚ ೂ ರ ಿ |
ಮೆಟ್ಟಿಲು	ಮ ೆ ಟ ್ ಟ ಿ ಲ ು |
ಮೆಟ್ಟಿಲುಗಳನ್ನು	ಮ ೆ ಟ ್ ಟ ಿ ಲ ು ಗ ಳ ನ ್ ನ ು |
ಮೆದು	ಮ ೆ ದ ು |
ಮೆದುಳು	ಮ ೆ ದ ು ಳ ು |
ಮೆದುವಾಗಿದೆ	ಮ ೆ ದ ು ವ ಾ ಗ ಿ ದ ೆ |
ಮೆದುವಾಗಿದ್ದರೆ	ಮ ೆ ದ ು ವ ಾ ಗ ಿ ದ ್ ದ ರ ೆ |
ಮೆರ್	ಮ ೆ ರ ್ |
ಮೆಹಂದಿ	ಮ ೆ ಹ ಂ ದ ಿ |
ಮೆಹಸಾಣಾ	ಮ ೆ ಹ ಸ ಾ ಣ ಾ |
ಮೇ	ಮ ೇ |
ಮೇಘ	ಮ ೇ ಘ |
ಮೇಜಿನ	ಮ ೇ ಜ ಿ ನ |
ಮೇರಠ್	ಮ ೇ ರ ಠ ್ |
ಮೇರೆ	ಮ ೇ ರ ೆ |
ಮೇಲಿದ್ದ	ಮ ೇ ಲ ಿ ದ ್ ದ |
ಮೇಲು	ಮ ೇ ಲ ು |
ಮೇಲುಕೋಟೆ	ಮ ೇ ಲ ು ಕ ೋ ಟ ೆ |
ಮೇಲೆ	ಮ ೇ ಲ ೆ |
ಮೇಷ	ಮ ೇ ಷ |
ಮೈ	ಮ ೈ |
ಮೈಕೇಲ್	ಮ ೈ ಕ ೇ ಲ ್ |
ಮೈತ್ರಿ	ಮ ೈ ತ ್ ರ ಿ |
ಮೈದಾನ	ಮ ೈ ದ ಾ ನ |
ಮೈದುನ	ಮ ೈ ದ ು ನ |
ಮೈಸೂರು	ಮ ೈ ಸ ೂ ರ ು |
ಮೊಂಗ್ಯ	ಮ ೊ ಂ ಗ ್ ಯ |
ಮೊಣಕಲ್ಮೂರು	ಮ ೊ ಣ ಕ ಲ ್ ಮ ೂ ರ ು |
ಮೊಣಕೈ	ಮ ೊ ಣ ಕ ೈ |
ಮೊತ್ತ	ಮ ೊ ತ ್ ತ |
ಮೊದಲನೆಯ	ಮ ೊ ದ ಲ ನ ೆ ಯ |
ಮೊದಲಾದ	ಮ ೊ ದ ಲ ಾ ದ |
ಮೊದಲು	ಮ ೊ ದ ಲ ು |
ಮೊಮ್ಮಗ	ಮ ೊ ಮ ್ ಮ ಗ |
ಮೊಮ್ಮಗಳು	ಮ ೊ ಮ ್ ಮ ಗ ಳ ು |
ಮೊಲ	ಮ ೊ ಲ |
ಮೊಳಕೈ	ಮ ೊ ಳ ಕ ೈ |
ಮೊಸಳೆ	ಮ ೊ ಸ ಳ ೆ |
ಮೊಸಳೆಗಳೆಲ್ಲ	ಮ ೊ ಸ ಳ ೆ ಗ ಳ ೆ ಲ ್ ಲ |
ಮೊಹಂತಿ	ಮ ೊ ಹ ಂ ತ ಿ |
ಮೊಹಮ್ಮದ	ಮ ೊ ಹ ಮ ್ ಮ ದ |
ಮೊಹಮ್ಮದ್	ಮ ೊ ಹ ಮ ್ ಮ ದ ್ |
ಮೊಹೊಮ್ಮದ್	ಮ ೊ ಹ ೊ ಮ ್ ಮ ದ ್ |
ಮೋಕೋಕಚುಆಂಗ್	ಮ ೋ ಕ ೋ ಕ ಚ ು ಆ ಂ ಗ ್ |
